,Link,Defense_Games,Solo_Tackles,Assisted_Tackles,Ttl_Tackles,Loss,Sacks,Defensive_Interceptions,Def_Int_Yds,Yds_per_Int,Pick_6,Defended_Passes,Recovered_Fumbles,Rec_Fumbles_Yds,Fumbles_Returned_TD,Forced_Fumbles,Passing_Games,Completions,Pass_Attempts,Completion_Percent,Pass_Yards,Pass_Yds_per_Attempt,Adj_Pass_Yds_per_Attempt,Pass_TDs,Pass_Interceptions,Passer_Rating,Rushing/Receiving_Games,Rush_Attempts,Rush_Yds,Rush_Yds_per_Attempt,Rush_TDs,Receptions,Rec_Yds,Rec_Yds_per_Reception,Rec_TDs,Plays_from_Scrimmage,Scrimmage_Yds,Scrimmage_Yds_per_Attempt,Scrimmage_TDs,Kicking_Games,XP_Made,XP_Attempts,XP_Percent,FG_Made,FG_Attempts,FG_Percent,TTL_Kicking_Points,#Punts,Punt_Yds,Yds_per_Punt,PuntRet_Games,Punt_Returns,Punt_Return_Yds,Yrds_per_Return,Punt_Returned_for_TD,Kickoff_Returns,KO_Return_Yds,Yds_per_KO_Return,KO_Returned_for_TD,Scoring_Games,TD_Other,Ttl_TDs,2PT_Converstions,Safety,TTL_Points
16,https://www.sports-reference.com/cfb/players/chris-coleman-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,164,686,4.2,12,24,321,13.4,1,188,1007,5.4,13,0,0,0,0,0,0,0,0,0,0,0,9,7,46,6.6,0,1,19,19.0,0,9,,1,,,6
17,https://www.sports-reference.com/cfb/players/laveranues-coles-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,164,686,4.2,12,24,321,13.4,1,188,1007,5.4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,1,,,6
18,https://www.sports-reference.com/cfb/players/casey-crawford-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,164,686,4.2,12,24,321,13.4,1,188,1007,5.4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,1,,,6
19,https://www.sports-reference.com/cfb/players/jajuan-dawson-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,164,686,4.2,12,24,321,13.4,1,188,1007,5.4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,8,,,48
20,https://www.sports-reference.com/cfb/players/ron-dayne-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,337,2034,6.0,20,1,9,9.0,0,338,2043,6.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,20,,,120
21,https://www.sports-reference.com/cfb/players/reuben-droughns-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,277,1234,4.5,9,17,163,9.6,1,294,1397,4.8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,10,,,60
22,https://www.sports-reference.com/cfb/players/ron-dugans-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,277,1234,4.5,9,17,163,9.6,1,294,1397,4.8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,3,,,18
23,https://www.sports-reference.com/cfb/players/deon-dyer-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,73,233,3.2,2,7,55,7.9,1,80,288,3.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,3,,,18
24,https://www.sports-reference.com/cfb/players/mario-edwards-3.html,12,,,,,,6,109,18.2,0,,,,,,0,0,0,0,0,0,0,0,0,0,11,73,233,3.2,2,7,55,7.9,1,80,288,3.6,3,0,0,0,0,0,0,0,0,0,0,0,12,,,,,,,,,12,,0,,,0
25,https://www.sports-reference.com/cfb/players/john-engelberger-1.html,11,,,,,,0,0,,0,,,,,,0,0,0,0,0,0,0,0,0,0,11,73,233,3.2,2,7,55,7.9,1,80,288,3.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,https://www.sports-reference.com/cfb/players/danny-farmer-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,73,233,3.2,2,7,55,7.9,1,80,288,3.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,3,,,18
27,https://www.sports-reference.com/cfb/players/zeron-flemister-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,73,233,3.2,2,7,55,7.9,1,80,288,3.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,,,0
28,https://www.sports-reference.com/cfb/players/larry-foster-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,73,233,3.2,2,7,55,7.9,1,80,288,3.6,3,0,0,0,0,0,0,0,0,0,0,0,11,2,31,15.5,0,,,,,11,,0,,,0
29,https://www.sports-reference.com/cfb/players/bubba-franks-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,73,233,3.2,2,7,55,7.9,1,80,288,3.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,5,,,30
30,https://www.sports-reference.com/cfb/players/mondriel-fulcher-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,73,233,3.2,2,7,55,7.9,1,80,288,3.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,1,,,6
31,https://www.sports-reference.com/cfb/players/trevor-gaylor-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,100.0,81,81.0,101.0,1,0,1110.4,11,73,233,3.2,2,7,55,7.9,1,80,288,3.6,3,0,0,0,0,0,0,0,0,0,0,0,11,,,,,,,,,11,,11,,,66
32,https://www.sports-reference.com/cfb/players/ian-gold-1.html,11,,,,,,1,17,17.0,0,,,,,,0,0,0,0,0,0,0,0,0,0,11,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,https://www.sports-reference.com/cfb/players/deon-grant-1.html,11,,,,,,9,167,18.6,1,,,,,,0,0,0,0,0,0,0,0,0,0,11,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1.0,0,,,,,11,,1,,,6
34,https://www.sports-reference.com/cfb/players/mike-green-4.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,142,838,5.9,8,6,46,7.7,0,148,884,6.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,8,,,48
35,https://www.sports-reference.com/cfb/players/barrett-green-1.html,12,,,,,,1,11,11.0,0,,,,,,0,0,0,0,0,0,0,0,0,0,12,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,0,,,0
36,https://www.sports-reference.com/cfb/players/troy-hambrick-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,144,701,4.9,4,22,166,7.5,0,166,867,5.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,4,,,24
37,https://www.sports-reference.com/cfb/players/joe-hamilton-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,203,305,66.6,3060,10.0,10.3,29,11,175.0,11,154,734,4.8,6,,,,,154,734,4.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,6,,,36
38,https://www.sports-reference.com/cfb/players/lloyd-harrison-1.html,12,,,,,,5,0,0.0,0,,,,,,0,0,0,0,0,0,0,0,0,0,11,154,734,4.8,6,,,,,154,734,4.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,https://www.sports-reference.com/cfb/players/windrell-hayes-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,154,734,4.8,6,,,,,154,734,4.8,6,0,0,0,0,0,0,0,0,0,0,0,10,,,,,,,,,10,,4,,,24
40,https://www.sports-reference.com/cfb/players/todd-husak-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,176,308,57.1,2688,8.7,8.3,18,11,142.6,10,30,3,0.1,3,,,,,30,3,0.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,3,,,18
41,https://www.sports-reference.com/cfb/players/trevor-insley-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,3,0.1,3,,,,,30,3,0.1,3,0,0,0,0,0,0,0,0,0,0,0,11,13,111,8.5,0,,,,,11,,13,,,78
42,https://www.sports-reference.com/cfb/players/jarious-jackson-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,184,316,58.2,2753,8.7,7.8,17,14,140.3,12,140,464,3.3,7,,,,,140,464,3.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,7,,,42
43,https://www.sports-reference.com/cfb/players/sebastian-janikowski-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,140,464,3.3,7,,,,,140,464,3.3,7,11,47,47,100.0,23,30,76.7,116,,,,0,0,0,0,0,0,0,0,0,11,,0,,,116
44,https://www.sports-reference.com/cfb/players/ronney-jenkins-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,252,1307,5.2,13,34,349,10.3,2,286,1656,5.8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,15,,,90
45,https://www.sports-reference.com/cfb/players/doug-johnson-3.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,190,337,56.4,2574,7.6,7.1,20,13,132.4,11,30,-111,-3.7,1,,,,,30,-111,-3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,1,,,6
46,https://www.sports-reference.com/cfb/players/thomas-jones-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0.0,0,0.0,0.0,0,0,0.0,11,334,1798,5.4,16,22,239,10.9,1,356,2037,5.7,17,0,0,0,0,0,0,0,0,0,0,0,11,2,17,8.5,0,,,,,11,,17,,,102
47,https://www.sports-reference.com/cfb/players/john-jones-2.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,334,1798,5.4,16,22,239,10.9,1,356,2037,5.7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,2,,,12
48,https://www.sports-reference.com/cfb/players/curtis-keaton-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,60,268,4.5,3,,,,,60,268,4.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,3,,,18
49,https://www.sports-reference.com/cfb/players/ben-kelly-1.html,11,,,,,,5,49,9.8,0,,,,,,0,0,0,0,0,0,0,0,0,0,11,60,268,4.5,3,,,,,60,268,4.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,2,,,12
50,https://www.sports-reference.com/cfb/players/kenoy-kennedy-1.html,11,,,,,,3,97,32.3,0,,,,,,0,0,0,0,0,0,0,0,0,0,11,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,https://www.sports-reference.com/cfb/players/erron-kinney-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,1,,,6
52,https://www.sports-reference.com/cfb/players/marcus-knight-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,14,39,2.8,0,,,,,11,,6,,,36
53,https://www.sports-reference.com/cfb/players/shane-lechler-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,,,,,,,,,11,1,22,22.0,0,,,,,1,22,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,0,,,9
54,https://www.sports-reference.com/cfb/players/charles-lee-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,22,22.0,0,,,,,1,22,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,5,,,30
55,https://www.sports-reference.com/cfb/players/jamal-lewis-2.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,,,,,,,10,182,816,4.5,7,15,193,12.9,1,197,1009,5.1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,8,,,48
56,https://www.sports-reference.com/cfb/players/anthony-malbrough-1.html,11,,,,,,1,3,3.0,0,,,,,,0,0,0,0,0,0,0,0,0,0,11,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,https://www.sports-reference.com/cfb/players/tee-martin-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,165,305,54.1,2317,7.6,7.1,12,9,125.0,11,81,317,3.9,9,,,,,81,317,3.9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,9,,,54
58,https://www.sports-reference.com/cfb/players/kevin-mcdougal-2.html,10,,,,,,0,0,,0,,,,,,10,1,1,100.0,3,3.0,23.0,1,0,455.2,10,207,1164,5.6,8,8,58,7.3,0,215,1222,5.7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,8,,,48
59,https://www.sports-reference.com/cfb/players/stockar-mcdougle-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,2.0,0,,,,,1,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,https://www.sports-reference.com/cfb/players/chris-mcintosh-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,2.0,0,,,,,1,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,https://www.sports-reference.com/cfb/players/rondell-mealey-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,170,637,3.7,8,16,147,9.2,1,186,784,4.2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,9,,,54
62,https://www.sports-reference.com/cfb/players/scottie-montgomery-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,100.0,9,9.0,29.0,1,0,505.6,11,170,637,3.7,8,16,147,9.2,1,186,784,4.2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,7,,,42
63,https://www.sports-reference.com/cfb/players/corey-moore-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,170,637,3.7,8,16,147,9.2,1,186,784,4.2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,https://www.sports-reference.com/cfb/players/frank-moreau-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,233,1289,5.5,17,38,285,7.5,0,271,1574,5.8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,17,,,102
65,https://www.sports-reference.com/cfb/players/sammy-morris-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,140,562,4.0,3,23,386,16.8,2,163,948,5.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,5,,,30
66,https://www.sports-reference.com/cfb/players/rob-morris-1.html,13,,,,,,1,51,51.0,1,,,,,,0,0,0,0,0,0,0,0,0,0,13,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,1,,,6
67,https://www.sports-reference.com/cfb/players/aric-morris-1.html,12,,,,,,2,93,46.5,1,,,,,,0,0,0,0,0,0,0,0,0,0,12,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,1,,,6
68,https://www.sports-reference.com/cfb/players/chad-morton-1.html,12,,,,,,0,0,,0,,,,,,0,0,0,0,0,0,0,0,0,0,12,262,1141,4.4,15,17,79,4.6,0,279,1220,4.4,15,0,0,0,0,0,0,0,0,0,0,0,12,7,52,7.4,0,19,341,17.9,0,12,,15,,,90
69,https://www.sports-reference.com/cfb/players/dennis-northcutt-1.html,12,,,,,,0,0,,0,,,,,,0,0,0,0,0,0,0,0,0,0,12,262,1141,4.4,15,17,79,4.6,0,279,1220,4.4,15,0,0,0,0,0,0,0,0,0,0,0,12,23,436,19.0,2,9,191,21.2,0,12,,11,,,66
70,https://www.sports-reference.com/cfb/players/deltha-oneal-1.html,11,,,,,,9,280,31.1,4,,,,,,11,,,,,,,,,,11,1,-3,-3.0,0,,,,,1,-3,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,428,10.2,1,19,555,29.2,1,11,,6,,,36
71,https://www.sports-reference.com/cfb/players/chad-pennington-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,275,405,67.9,3799,9.4,10.0,37,11,171.4,12,56,103,1.8,2,,,,,56,103,1.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,2,,,12
72,https://www.sports-reference.com/cfb/players/todd-pinkston-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,56,103,1.8,2,,,,,56,103,1.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,11,,,66
73,https://www.sports-reference.com/cfb/players/jerry-porter-1.html,11,,,,,,1,68,68.0,1,,,,,,11,3,6,50.0,20,3.3,3.3,0,0,78.0,12,56,103,1.8,2,,,,,56,103,1.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,5,,,30
74,https://www.sports-reference.com/cfb/players/hank-poteat-1.html,11,,,,,,3,56,18.7,0,,,,,,0,0,0,0,0,0,0,0,0,0,11,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,1,,,6
75,https://www.sports-reference.com/cfb/players/travis-prentice-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0.0,0,0.0,0.0,0,0,0.0,11,354,1659,4.7,17,19,270,14.2,4,373,1929,5.2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,21,,,126
76,https://www.sports-reference.com/cfb/players/tim-rattay-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,342,516,66.3,3922,7.6,7.9,35,12,147.9,10,46,-112,-2.4,0,,,,,46,-112,-2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,0,,,0
77,https://www.sports-reference.com/cfb/players/chris-redman-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,317,489,64.8,3647,7.5,7.4,29,13,141.7,11,43,-110,-2.6,1,,,,,43,-110,-2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,1,,,6
78,https://www.sports-reference.com/cfb/players/jr-redmond-1.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,,,,,,,,,11,241,1174,4.9,12,15,100,6.7,1,256,1274,5.0,13,0,0,0,0,0,0,0,0,0,0,0,11,28,195,7.0,0,,,,,11,,13,,,78
79,https://www.sports-reference.com/cfb/players/chris-samuels-2.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,241,1174,4.9,12,15,100,6.7,1,256,1274,5.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
